,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,AIR_TIME_MEAN
12962,LAX,"Los Angeles, CA",SJU,"San Juan, PR",2952.89
12963,LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT",3403.14
12964,LAX,"Los Angeles, CA",SLN,"Salina, KS",155.0
12965,LAX,"Los Angeles, CA",SMF,"Sacramento, CA",4907.92
12966,LAX,"Los Angeles, CA",SMX,"Santa Maria, CA",3563.92
12967,LAX,"Los Angeles, CA",SNA,"Santa Ana, CA",23.89
12968,LAX,"Los Angeles, CA",SPS,"Wichita Falls, TX",168.33
12969,LAX,"Los Angeles, CA",STL,"St, Louis, MO",5829.71
12970,LAX,"Los Angeles, CA",STS,"Santa Rosa, CA",4444.17
12971,LAX,"Los Angeles, CA",SUN,"Sun Valley/Hailey/Ketchum, ID",2141.78
12972,LAX,"Los Angeles, CA",SUS,"St, Louis, MO",181.0
12973,LAX,"Los Angeles, CA",SUU,"Fairfield, CA",65.0
12974,LAX,"Los Angeles, CA",SWF,"Newburgh/Poughkeepsie, NY",293.0
12975,LAX,"Los Angeles, CA",SYR,"Syracuse, NY",366.75
12976,LAX,"Los Angeles, CA",TEB,"Teterboro, NJ",259.0
12977,LAX,"Los Angeles, CA",TLH,"Tallahassee, FL",330.0
12978,LAX,"Los Angeles, CA",TOL,"Toledo, OH",1874.3
12979,LAX,"Los Angeles, CA",TPA,"Tampa, FL",3834.83
12980,LAX,"Los Angeles, CA",TUL,"Tulsa, OK",2738.5
12981,LAX,"Los Angeles, CA",TUS,"Tucson, AZ",3341.86
12982,LAX,"Los Angeles, CA",TVL,"Lake Tahoe, CA",50.0
12983,LAX,"Los Angeles, CA",VIS,"Visalia, CA",2243.5
12984,LAX,"Los Angeles, CA",WRI,"Fort Dix, NJ",384.0
12985,LAX,"Los Angeles, CA",XNA,"Fayetteville, AR",1548.0
12986,LAX,"Los Angeles, CA",YIP,"Detroit, MI",234.0
12987,LAX,"Los Angeles, CA",YUM,"Yuma, AZ",6364.17
12988,LBB,"Lubbock, TX",ABI,"Abilene, TX",3078.62
12989,LBB,"Lubbock, TX",ABQ,"Albuquerque, NM",471.0
12990,LBB,"Lubbock, TX",ACT,"Waco, TX",43.33
12991,LBB,"Lubbock, TX",ADM,"Ardmore, OK",64.0
12992,LBB,"Lubbock, TX",AFW,"Dallas/Fort Worth, TX",711.26
12993,LBB,"Lubbock, TX",AMA,"Amarillo, TX",30.56
12994,LBB,"Lubbock, TX",AUS,"Austin, TX",896.54
12995,LBB,"Lubbock, TX",BJC,"Broomfield, CO",75.0
12996,LBB,"Lubbock, TX",BPT,"Beaumont/Port Arthur, TX",169.0
12997,LBB,"Lubbock, TX",CLL,"College Station/Bryan, TX",76.75
12998,LBB,"Lubbock, TX",COS,"Colorado Springs, CO",84.0
12999,LBB,"Lubbock, TX",COU,"Columbia, MO",80.0
13000,LBB,"Lubbock, TX",CVG,"Cincinnati, OH",121.0
13001,LBB,"Lubbock, TX",DAL,"Dallas, TX",2709.63
13002,LBB,"Lubbock, TX",DEN,"Denver, CO",3175.82
13003,LBB,"Lubbock, TX",DFW,"Dallas/Fort Worth, TX",2672.02
13004,LBB,"Lubbock, TX",DSM,"Des Moines, IA",89.0
13005,LBB,"Lubbock, TX",DTW,"Detroit, MI",185.0
13006,LBB,"Lubbock, TX",EFD,"Houston, TX",107.0
13007,LBB,"Lubbock, TX",ELP,"El Paso, TX",51.33
13008,LBB,"Lubbock, TX",ENV,"Wendover, UT",115.17
13009,LBB,"Lubbock, TX",FOE,"Topeka, KS",70.0
13010,LBB,"Lubbock, TX",FSM,"Fort Smith, AR",62.5
13011,LBB,"Lubbock, TX",GCN,"Grand Canyon, AZ",85.0
13012,LBB,"Lubbock, TX",GRR,"Grand Rapids, MI",305.0
13013,LBB,"Lubbock, TX",HOB,"Hobbs, NM",22.0
13014,LBB,"Lubbock, TX",HOU,"Houston, TX",100.0
13015,LBB,"Lubbock, TX",IAH,"Houston, TX",6312.13
13016,LBB,"Lubbock, TX",IFP,"Bullhead City, AZ",118.13
13017,LBB,"Lubbock, TX",IND,"Indianapolis, IN",116.0
13018,LBB,"Lubbock, TX",JAN,"Jackson/Vicksburg, MS",90.0
13019,LBB,"Lubbock, TX",LAS,"Las Vegas, NV",1534.96
13020,LBB,"Lubbock, TX",LAW,"Lawton/Fort Sill, OK",75.0
13021,LBB,"Lubbock, TX",LAX,"Los Angeles, CA",142.5
13022,LBB,"Lubbock, TX",LBB,"Lubbock, TX",24.0
13023,LBB,"Lubbock, TX",LIT,"Little Rock, AR",127.0
13024,LBB,"Lubbock, TX",LNK,"Lincoln, NE",78.0
13025,LBB,"Lubbock, TX",MAF,"Midland/Odessa, TX",302.28
13026,LBB,"Lubbock, TX",MCI,"Kansas City, MO",76.75
13027,LBB,"Lubbock, TX",MCO,"Orlando, FL",156.0
13028,LBB,"Lubbock, TX",MEM,"Memphis, TN",2999.35
13029,LBB,"Lubbock, TX",MHK,"Manhattan/Ft, Riley, KS",93.0
13030,LBB,"Lubbock, TX",OKC,"Oklahoma City, OK",53.33
13031,LBB,"Lubbock, TX",RNO,"Reno, NV",126.0
13032,LBB,"Lubbock, TX",ROW,"Roswell, NM",2038.38
13033,LBB,"Lubbock, TX",SAT,"San Antonio, TX",60.0
13034,LBB,"Lubbock, TX",SHV,"Shreveport, LA",62.0
13035,LBB,"Lubbock, TX",SJC,"San Jose, CA",171.0
13036,LBB,"Lubbock, TX",SPS,"Wichita Falls, TX",104.0
13037,LBB,"Lubbock, TX",SWO,"Stillwater, OK",43.0
13038,LBB,"Lubbock, TX",TUL,"Tulsa, OK",102.0
13039,LBB,"Lubbock, TX",TYS,"Knoxville, TN",128.0
13040,LBB,"Lubbock, TX",UTM,"Tunica, MS",84.0
13041,LBB,"Lubbock, TX",YIP,"Detroit, MI",219.0
13042,LBE,"Latrobe, PA",ACY,"Atlantic City, NJ",110.9
13043,LBE,"Latrobe, PA",ALB,"Albany, NY",52.0
13044,LBE,"Latrobe, PA",CAK,"Akron, OH",25.0
13045,LBE,"Latrobe, PA",CVG,"Cincinnati, OH",60.0
13046,LBE,"Latrobe, PA",ERI,"Erie, PA",29.0
13047,LBE,"Latrobe, PA",FLL,"Fort Lauderdale, FL",2146.36
13048,LBE,"Latrobe, PA",GON,"New London/Groton, CT",96.0
13049,LBE,"Latrobe, PA",ISO,"Kinston, NC",51.0
13050,LBE,"Latrobe, PA",LEX,"Lexington, KY",48.0
13051,LBE,"Latrobe, PA",MHT,"Manchester, NH",60.0
13052,LBE,"Latrobe, PA",MYR,"Myrtle Beach, SC",834.14
13053,LBE,"Latrobe, PA",PIT,"Pittsburgh, PA",19.0
13054,LBE,"Latrobe, PA",PVD,"Providence, RI",66.0
13055,LBE,"Latrobe, PA",PWM,"Portland, ME",74.0
13056,LBE,"Latrobe, PA",SFB,"Sanford, FL",125.0
13057,LBE,"Latrobe, PA",TRI,"Bristol/Johnson City/Kingsport, TN",45.0
13058,LBE,"Latrobe, PA",YNG,"Youngstown/Warren, OH",20.0
13059,LBF,"North Platte, NE",AIA,"Alliance, NE",33.0
13060,LBF,"North Platte, NE",BFF,"Scottsbluff, NE",20.0
13061,LBF,"North Platte, NE",CYS,"Cheyenne, WY",79.67
13062,LBF,"North Platte, NE",DEN,"Denver, CO",4098.64
13063,LBF,"North Platte, NE",EAR,"Kearney, NE",23.0
13064,LBF,"North Platte, NE",ENV,"Wendover, UT",102.0
13065,LBF,"North Platte, NE",GEG,"Spokane, WA",146.0
13066,LBF,"North Platte, NE",GRI,"Grand Island, NE",186.33
13067,LBF,"North Platte, NE",LNK,"Lincoln, NE",74.0
13068,LBF,"North Platte, NE",MCI,"Kansas City, MO",106.0
13069,LBF,"North Platte, NE",MCK,"McCook, NE",20.33
13070,LBF,"North Platte, NE",OMA,"Omaha, NE",1652.67
13071,LBL,"Liberal, KS",ADS,"Dallas, TX",56.0
13072,LBL,"Liberal, KS",DEN,"Denver, CO",4646.75
13073,LBL,"Liberal, KS",GCK,"Garden City, KS",26.0
13074,LBL,"Liberal, KS",IFP,"Bullhead City, AZ",111.0
13075,LBL,"Liberal, KS",OAK,"Oakland, CA",170.0
13076,LBL,"Liberal, KS",PUB,"Pueblo, CO",687.18
13077,LCH,"Lake Charles, LA",ABI,"Abilene, TX",60.0
13078,LCH,"Lake Charles, LA",ADS,"Dallas, TX",52.0
13079,LCH,"Lake Charles, LA",BTR,"Baton Rouge, LA",24.33
13080,LCH,"Lake Charles, LA",CLL,"College Station/Bryan, TX",70.0
13081,LCH,"Lake Charles, LA",DAL,"Dallas, TX",54.0
13082,LCH,"Lake Charles, LA",DFW,"Dallas/Fort Worth, TX",1094.06
13083,LCH,"Lake Charles, LA",GGG,"Longview, TX",36.0
13084,LCH,"Lake Charles, LA",IAH,"Houston, TX",2601.31
13085,LCH,"Lake Charles, LA",IFP,"Bullhead City, AZ",184.0
13086,LCH,"Lake Charles, LA",LFT,"Lafayette, LA",21.17
13087,LCH,"Lake Charles, LA",MEM,"Memphis, TN",66.0
13088,LCH,"Lake Charles, LA",TYS,"Knoxville, TN",90.0
13089,LCI,"Laconia, NH",HPN,"White Plains, NY",60.0
13090,LCK,"Columbus, OH",ALO,"Waterloo, IA",78.0
13091,LCK,"Columbus, OH",ASN,"Talladega, AL",78.0
13092,LCK,"Columbus, OH",BDL,"Hartford, CT",117.0
13093,LCK,"Columbus, OH",BOI,"Boise, ID",488.0
13094,LCK,"Columbus, OH",BUF,"Buffalo, NY",60.0
13095,LCK,"Columbus, OH",BWI,"Baltimore, MD",52.0
13096,LCK,"Columbus, OH",CAE,"Columbia, SC",84.0
13097,LCK,"Columbus, OH",CLE,"Cleveland, OH",266.33
13098,LCK,"Columbus, OH",CMH,"Columbus, OH",12.0
13099,LCK,"Columbus, OH",CMI,"Champaign/Urbana, IL",55.0
13100,LCK,"Columbus, OH",CRW,"Charleston/Dunbar, WV",32.0
13101,LCK,"Columbus, OH",CVG,"Cincinnati, OH",30.5
13102,LCK,"Columbus, OH",DAY,"Dayton, OH",27.0
13103,LCK,"Columbus, OH",DTW,"Detroit, MI",37.0
13104,LCK,"Columbus, OH",EWR,"Newark, NJ",287.07
13105,LCK,"Columbus, OH",GSO,"Greensboro/High Point, NC",53.0
13106,LCK,"Columbus, OH",HTS,"Ashland, WV",42.17
13107,LCK,"Columbus, OH",IFP,"Bullhead City, AZ",226.0
13108,LCK,"Columbus, OH",IND,"Indianapolis, IN",283.08
13109,LCK,"Columbus, OH",JAX,"Jacksonville, FL",571.0
13110,LCK,"Columbus, OH",JFK,"New York, NY",159.07
13111,LCK,"Columbus, OH",LAF,"Lafayette, IN",40.0
13112,LCK,"Columbus, OH",LAN,"Lansing, MI",118.0
13113,LCK,"Columbus, OH",LAX,"Los Angeles, CA",637.5
13114,LCK,"Columbus, OH",LEX,"Lexington, KY",35.0
13115,LCK,"Columbus, OH",LNK,"Lincoln, NE",105.0
13116,LCK,"Columbus, OH",LRD,"Laredo, TX",165.0
13117,LCK,"Columbus, OH",MBS,"Saginaw/Bay City/Midland, MI",45.0
13118,LCK,"Columbus, OH",MDT,"Harrisburg, PA",178.83
13119,LCK,"Columbus, OH",MEM,"Memphis, TN",987.65
13120,LCK,"Columbus, OH",MIA,"Miami, FL",167.25
13121,LCK,"Columbus, OH",MSP,"Minneapolis, MN",148.5
13122,LCK,"Columbus, OH",MSY,"New Orleans, LA",297.0
13123,LCK,"Columbus, OH",MYR,"Myrtle Beach, SC",244.55
13124,LCK,"Columbus, OH",OMA,"Omaha, NE",102.33
13125,LCK,"Columbus, OH",ONT,"Ontario, CA",536.0
13126,LCK,"Columbus, OH",ORD,"Chicago, IL",638.93
13127,LCK,"Columbus, OH",PHL,"Philadelphia, PA",267.0
13128,LCK,"Columbus, OH",PHX,"Phoenix, AZ",267.0
13129,LCK,"Columbus, OH",PKB,"Parkersburg, WV",963.92
13130,LCK,"Columbus, OH",PTK,"Pontiac, MI",51.6
13131,LCK,"Columbus, OH",RFD,"Rockford, IL",208.67
13132,LCK,"Columbus, OH",SDF,"Louisville, KY",447.77
13133,LCK,"Columbus, OH",SEA,"Seattle, WA",390.0
13134,LCK,"Columbus, OH",SHV,"Shreveport, LA",130.0
13135,LCK,"Columbus, OH",SYR,"Syracuse, NY",172.0
13136,LCK,"Columbus, OH",TOL,"Toledo, OH",41.0
13137,LCK,"Columbus, OH",YIP,"Detroit, MI",49.0
13138,LDJ,"Linden, NJ",EEN,"Keene, NH",48.0
13139,LEB,"Lebanon-Hanover, NH",ACK,"Nantucket, MA",42.0
13140,LEB,"Lebanon-Hanover, NH",BOS,"Boston, MA",4522.5
13141,LEB,"Lebanon-Hanover, NH",HPN,"White Plains, NY",4318.25
13142,LEB,"Lebanon-Hanover, NH",TTN,"Trenton, NJ",90.0
13143,LEB,"Lebanon-Hanover, NH",WST,"Westerly, RI",42.0
13144,LEW,"Lewiston/Auburn, ME",TEB,"Teterboro, NJ",66.0
13145,LEX,"Lexington, KY",ABE,"Allentown/Bethlehem/Easton, PA",163.5
13146,LEX,"Lexington, KY",ABI,"Abilene, TX",141.0
13147,LEX,"Lexington, KY",ABQ,"Albuquerque, NM",166.0
13148,LEX,"Lexington, KY",ACT,"Waco, TX",184.0
13149,LEX,"Lexington, KY",ACY,"Atlantic City, NJ",76.5
13150,LEX,"Lexington, KY",AHN,"Athens, GA",52.0
13151,LEX,"Lexington, KY",ALB,"Albany, NY",128.0
13152,LEX,"Lexington, KY",ATL,"Atlanta, GA",2823.98
13153,LEX,"Lexington, KY",AUO,"Auburn, AL",72.0
13154,LEX,"Lexington, KY",AUS,"Austin, TX",131.0
13155,LEX,"Lexington, KY",BMI,"Bloomington/Normal, IL",50.0
13156,LEX,"Lexington, KY",BNA,"Nashville, TN",34.0
13157,LEX,"Lexington, KY",BOS,"Boston, MA",106.0
13158,LEX,"Lexington, KY",BRO,"Brownsville, TX",228.0
13159,LEX,"Lexington, KY",BTR,"Baton Rouge, LA",94.67
13160,LEX,"Lexington, KY",BUR,"Burbank, CA",256.0
13161,LEX,"Lexington, KY",BWI,"Baltimore, MD",87.67
13162,LEX,"Lexington, KY",CAE,"Columbia, SC",80.0
13163,LEX,"Lexington, KY",CHA,"Chattanooga, TN",61.5
13164,LEX,"Lexington, KY",CHO,"Charlottesville, VA",55.0
13165,LEX,"Lexington, KY",CHS,"Charleston, SC",60.0
13166,LEX,"Lexington, KY",CKB,"Clarksburg/Fairmont, WV",50.0
13167,LEX,"Lexington, KY",CLE,"Cleveland, OH",44.0
13168,LEX,"Lexington, KY",CLL,"College Station/Bryan, TX",141.0
13169,LEX,"Lexington, KY",CLT,"Charlotte, NC",4441.23
13170,LEX,"Lexington, KY",CMI,"Champaign/Urbana, IL",47.0
13171,LEX,"Lexington, KY",CSG,"Columbus, GA",65.0
13172,LEX,"Lexington, KY",CVG,"Cincinnati, OH",33.55
13173,LEX,"Lexington, KY",DAL,"Dallas, TX",108.5
13174,LEX,"Lexington, KY",DAY,"Dayton, OH",26.0
13175,LEX,"Lexington, KY",DCA,"Washington, DC",799.0
13176,LEX,"Lexington, KY",DEN,"Denver, CO",152.0
13177,LEX,"Lexington, KY",DFW,"Dallas/Fort Worth, TX",3298.64
13178,LEX,"Lexington, KY",DSM,"Des Moines, IA",73.0
13179,LEX,"Lexington, KY",DTW,"Detroit, MI",1649.6
13180,LEX,"Lexington, KY",ELP,"El Paso, TX",195.0
13181,LEX,"Lexington, KY",EVV,"Evansville, IN",79.0
13182,LEX,"Lexington, KY",EWR,"Newark, NJ",124.5
13183,LEX,"Lexington, KY",FLL,"Fort Lauderdale, FL",1149.11
13184,LEX,"Lexington, KY",FOE,"Topeka, KS",109.0
13185,LEX,"Lexington, KY",FRG,"East Farmingdale, NY",109.5
13186,LEX,"Lexington, KY",FYV,"Fayetteville, AR",200.0
13187,LEX,"Lexington, KY",GNV,"Gainesville, FL",92.75
13188,LEX,"Lexington, KY",GPT,"Gulfport/Biloxi, MS",84.0
13189,LEX,"Lexington, KY",GSO,"Greensboro/High Point, NC",109.0
13190,LEX,"Lexington, KY",GSP,"Greer, SC",89.17
13191,LEX,"Lexington, KY",GTR,"Columbus, MS",61.5
13192,LEX,"Lexington, KY",GUF,"Gulf Shores, AL",315.0
13193,LEX,"Lexington, KY",GYY,"Gary, IN",57.5
13194,LEX,"Lexington, KY",HKS,"Jackson, MS",102.0
13195,LEX,"Lexington, KY",HOU,"Houston, TX",148.83
13196,LEX,"Lexington, KY",HPN,"White Plains, NY",150.0
13197,LEX,"Lexington, KY",HSV,"Huntsville, AL",43.0
13198,LEX,"Lexington, KY",HTO,"East Hampton, NY",114.0
13199,LEX,"Lexington, KY",HVC,"Hopkinsville, KY",42.0
13200,LEX,"Lexington, KY",IAD,"Washington, DC",93.0
13201,LEX,"Lexington, KY",IAH,"Houston, TX",5524.38
13202,LEX,"Lexington, KY",IFP,"Bullhead City, AZ",252.0
13203,LEX,"Lexington, KY",ISP,"Islip, NY",114.0
13204,LEX,"Lexington, KY",LAN,"Lansing, MI",50.0
13205,LEX,"Lexington, KY",LAS,"Las Vegas, NV",1096.0
13206,LEX,"Lexington, KY",LBE,"Latrobe, PA",54.0
13207,LEX,"Lexington, KY",LFT,"Lafayette, LA",139.0
13208,LEX,"Lexington, KY",LGA,"New York, NY",2677.26
13209,LEX,"Lexington, KY",LIT,"Little Rock, AR",80.0
13210,LEX,"Lexington, KY",LRD,"Laredo, TX",155.0
13211,LEX,"Lexington, KY",LUK,"Cincinnati, OH",15.0
13212,LEX,"Lexington, KY",MCI,"Kansas City, MO",91.0
13213,LEX,"Lexington, KY",MCO,"Orlando, FL",1385.0
13214,LEX,"Lexington, KY",MEM,"Memphis, TN",957.42
13215,LEX,"Lexington, KY",MHK,"Manhattan/Ft, Riley, KS",86.0
13216,LEX,"Lexington, KY",MI2,"Holland, MI",66.0
13217,LEX,"Lexington, KY",MS1,"Grenada, MS",102.0
13218,LEX,"Lexington, KY",MSP,"Minneapolis, MN",1962.21
13219,LEX,"Lexington, KY",MSY,"New Orleans, LA",96.5
13220,LEX,"Lexington, KY",OCF,"Ocala, FL",125.17
13221,LEX,"Lexington, KY",OKC,"Oklahoma City, OK",186.75
13222,LEX,"Lexington, KY",OMA,"Omaha, NE",360.0
13223,LEX,"Lexington, KY",ONT,"Ontario, CA",236.5
13224,LEX,"Lexington, KY",ORD,"Chicago, IL",2436.12
13225,LEX,"Lexington, KY",PBI,"West Palm Beach/Palm Beach, FL",157.0
13226,LEX,"Lexington, KY",PGD,"Punta Gorda, FL",960.0
13227,LEX,"Lexington, KY",PHL,"Philadelphia, PA",115.0
13228,LEX,"Lexington, KY",PIE,"St, Petersburg, FL",989.0
13229,LEX,"Lexington, KY",PTK,"Pontiac, MI",129.0
13230,LEX,"Lexington, KY",PUW,"Pullman, WA",255.0
13231,LEX,"Lexington, KY",RDU,"Raleigh/Durham, NC",80.0
13232,LEX,"Lexington, KY",RIC,"Richmond, VA",104.0
13233,LEX,"Lexington, KY",SBN,"South Bend, IN",66.5
13234,LEX,"Lexington, KY",SDF,"Louisville, KY",20.75
13235,LEX,"Lexington, KY",SFB,"Sanford, FL",919.64
13236,LEX,"Lexington, KY",SGF,"Springfield, MO",72.5
13237,LEX,"Lexington, KY",SHD,"Staunton, VA",49.0
13238,LEX,"Lexington, KY",SJT,"San Angelo, TX",130.0
13239,LEX,"Lexington, KY",STF,"Starkville, MS",124.0
13240,LEX,"Lexington, KY",TCL,"Tuscaloosa, AL",188.13
13241,LEX,"Lexington, KY",TLH,"Tallahassee, FL",114.0
13242,LEX,"Lexington, KY",TPA,"Tampa, FL",189.0
13243,LEX,"Lexington, KY",TRI,"Bristol/Johnson City/Kingsport, TN",36.0
13244,LEX,"Lexington, KY",TUP,"Tupelo, MS",77.0
13245,LEX,"Lexington, KY",TYR,"Tyler, TX",168.0
13246,LEX,"Lexington, KY",TYS,"Knoxville, TN",66.75
13247,LEX,"Lexington, KY",UOX,"Oxford, MS",102.0
13248,LEX,"Lexington, KY",UTM,"Tunica, MS",67.5
13249,LEX,"Lexington, KY",VNY,"Van Nuys, CA",251.0
13250,LEX,"Lexington, KY",XNA,"Fayetteville, AR",107.0
13251,LEX,"Lexington, KY",YIP,"Detroit, MI",54.57
13252,LFI,"Newport News/Hampton, VA",ATL,"Atlanta, GA",77.0
13253,LFT,"Lafayette, LA",ACT,"Waco, TX",89.5
13254,LFT,"Lafayette, LA",AEX,"Alexandria, LA",56.0
13255,LFT,"Lafayette, LA",AFW,"Dallas/Fort Worth, TX",63.0
13256,LFT,"Lafayette, LA",ATL,"Atlanta, GA",7488.38
13257,LFT,"Lafayette, LA",BHM,"Birmingham, AL",58.0
13258,LFT,"Lafayette, LA",BNA,"Nashville, TN",138.0
13259,LFT,"Lafayette, LA",BTR,"Baton Rouge, LA",21.0
13260,LFT,"Lafayette, LA",BWG,"Bowling Green, KY",147.0
13261,LFT,"Lafayette, LA",CAK,"Akron, OH",114.0
13262,LFT,"Lafayette, LA",CSG,"Columbus, GA",100.0
13263,LFT,"Lafayette, LA",DAL,"Dallas, TX",50.0
13264,LFT,"Lafayette, LA",DCA,"Washington, DC",143.0
13265,LFT,"Lafayette, LA",DFW,"Dallas/Fort Worth, TX",2073.65
13266,LFT,"Lafayette, LA",ECP,"Panama City, FL",61.0
13267,LFT,"Lafayette, LA",FLL,"Fort Lauderdale, FL",98.5
13268,LFT,"Lafayette, LA",IAH,"Houston, TX",3874.15
13269,LFT,"Lafayette, LA",IND,"Indianapolis, IN",95.0
13270,LFT,"Lafayette, LA",JAN,"Jackson/Vicksburg, MS",134.08
13271,LFT,"Lafayette, LA",JAX,"Jacksonville, FL",81.0
13272,LFT,"Lafayette, LA",LAS,"Las Vegas, NV",1566.0
13273,LFT,"Lafayette, LA",MAF,"Midland/Odessa, TX",135.92
13274,LFT,"Lafayette, LA",MEM,"Memphis, TN",1776.0
13275,LFT,"Lafayette, LA",MFE,"Mission/McAllen/Edinburg, TX",72.0
13276,LFT,"Lafayette, LA",MGM,"Montgomery, AL",98.67
13277,LFT,"Lafayette, LA",MOB,"Mobile, AL",101.0
13278,LFT,"Lafayette, LA",MSY,"New Orleans, LA",29.0
13279,LFT,"Lafayette, LA",OKC,"Oklahoma City, OK",66.0
13280,LFT,"Lafayette, LA",PIB,"Hattiesburg/Laurel, MS",49.91
13281,LFT,"Lafayette, LA",SDF,"Louisville, KY",1500.08
13282,LFT,"Lafayette, LA",SHV,"Shreveport, LA",32.0
13283,LFT,"Lafayette, LA",STL,"St, Louis, MO",106.0
13284,LFT,"Lafayette, LA",TUS,"Tucson, AZ",156.0
13285,LFT,"Lafayette, LA",VPS,"Valparaiso, FL",514.67
13286,LGA,"New York, NY",ABE,"Allentown/Bethlehem/Easton, PA",73.67
13287,LGA,"New York, NY",ACK,"Nantucket, MA",1906.83
13288,LGA,"New York, NY",ACY,"Atlantic City, NJ",87.0
13289,LGA,"New York, NY",ADW,"Camp Springs, MD",42.0
13290,LGA,"New York, NY",AGS,"Augusta, GA",685.25
13291,LGA,"New York, NY",ALB,"Albany, NY",2558.71
13292,LGA,"New York, NY",ATL,"Atlanta, GA",10282.39
13293,LGA,"New York, NY",AUS,"Austin, TX",366.5
13294,LGA,"New York, NY",AVL,"Asheville, NC",2355.93
13295,LGA,"New York, NY",AVP,"Scranton/Wilkes-Barre, PA",40.5
13296,LGA,"New York, NY",BDL,"Hartford, CT",1560.33
13297,LGA,"New York, NY",BFF,"Scottsbluff, NE",246.0
13298,LGA,"New York, NY",BGR,"Bangor, ME",2256.73
13299,LGA,"New York, NY",BHM,"Birmingham, AL",2417.0
13300,LGA,"New York, NY",BKL,"Cleveland, OH",68.0
13301,LGA,"New York, NY",BNA,"Nashville, TN",4745.87
13302,LGA,"New York, NY",BOS,"Boston, MA",4416.51
13303,LGA,"New York, NY",BPT,"Beaumont/Port Arthur, TX",239.0
13304,LGA,"New York, NY",BTV,"Burlington, VT",5836.93
13305,LGA,"New York, NY",BUF,"Buffalo, NY",4002.07
13306,LGA,"New York, NY",BWI,"Baltimore, MD",2883.55
13307,LGA,"New York, NY",CAE,"Columbia, SC",1839.36
13308,LGA,"New York, NY",CAK,"Akron, OH",4066.4
13309,LGA,"New York, NY",CHA,"Chattanooga, TN",116.0
13310,LGA,"New York, NY",CHO,"Charlottesville, VA",4292.06
13311,LGA,"New York, NY",CHS,"Charleston, SC",3221.87
13312,LGA,"New York, NY",CID,"Cedar Rapids/Iowa City, IA",161.0
13313,LGA,"New York, NY",CLE,"Cleveland, OH",2585.63
13314,LGA,"New York, NY",CLT,"Charlotte, NC",5754.84
13315,LGA,"New York, NY",CMH,"Columbus, OH",2896.34
13316,LGA,"New York, NY",COS,"Colorado Springs, CO",228.4
13317,LGA,"New York, NY",CRW,"Charleston/Dunbar, WV",1105.1
13318,LGA,"New York, NY",CVG,"Cincinnati, OH",1795.92
13319,LGA,"New York, NY",CYS,"Cheyenne, WY",342.5
13320,LGA,"New York, NY",DAY,"Dayton, OH",2503.14
13321,LGA,"New York, NY",DCA,"Washington, DC",8226.06
13322,LGA,"New York, NY",DEN,"Denver, CO",8815.12
13323,LGA,"New York, NY",DFW,"Dallas/Fort Worth, TX",25962.22
13324,LGA,"New York, NY",DSM,"Des Moines, IA",188.0
13325,LGA,"New York, NY",DTW,"Detroit, MI",3771.46
13326,LGA,"New York, NY",EFD,"Houston, TX",234.5
13327,LGA,"New York, NY",EGE,"Eagle, CO",821.2
13328,LGA,"New York, NY",ELM,"Elmira/Corning, NY",105.0
13329,LGA,"New York, NY",EWR,"Newark, NJ",41.8
13330,LGA,"New York, NY",FAY,"Fayetteville, NC",117.0
13331,LGA,"New York, NY",FLL,"Fort Lauderdale, FL",8950.31
13332,LGA,"New York, NY",FWA,"Fort Wayne, IN",111.0
13333,LGA,"New York, NY",GGG,"Longview, TX",324.0
13334,LGA,"New York, NY",GRR,"Grand Rapids, MI",1111.08
13335,LGA,"New York, NY",GSO,"Greensboro/High Point, NC",5161.31
13336,LGA,"New York, NY",GSP,"Greer, SC",1675.28
13337,LGA,"New York, NY",HPN,"White Plains, NY",24.0
13338,LGA,"New York, NY",HVN,"New Haven, CT",63.5
13339,LGA,"New York, NY",IAD,"Washington, DC",2087.18
13340,LGA,"New York, NY",IAH,"Houston, TX",14503.08
13341,LGA,"New York, NY",ILM,"Wilmington, NC",2794.33
13342,LGA,"New York, NY",IND,"Indianapolis, IN",2499.81
13343,LGA,"New York, NY",ITH,"Ithaca/Cortland, NY",2465.8
13344,LGA,"New York, NY",JAN,"Jackson/Vicksburg, MS",189.0
13345,LGA,"New York, NY",JAX,"Jacksonville, FL",2444.78
13346,LGA,"New York, NY",JFK,"New York, NY",33.43
13347,LGA,"New York, NY",LAS,"Las Vegas, NV",305.0
13348,LGA,"New York, NY",LAX,"Los Angeles, CA",306.0
13349,LGA,"New York, NY",LEX,"Lexington, KY",2838.68
13350,LGA,"New York, NY",LGA,"New York, NY",152.5
13351,LGA,"New York, NY",LIT,"Little Rock, AR",328.75
13352,LGA,"New York, NY",LYH,"Lynchburg, VA",181.0
13353,LGA,"New York, NY",MCI,"Kansas City, MO",4132.06
13354,LGA,"New York, NY",MCO,"Orlando, FL",5351.5
13355,LGA,"New York, NY",MDT,"Harrisburg, PA",1620.0
13356,LGA,"New York, NY",MDW,"Chicago, IL",6962.75
13357,LGA,"New York, NY",MEM,"Memphis, TN",3443.91
13358,LGA,"New York, NY",MHT,"Manchester, NH",3851.86
13359,LGA,"New York, NY",MIA,"Miami, FL",12936.53
13360,LGA,"New York, NY",MKC,"Kansas City, MO",152.5
