,Unnamed: 0,Year,quarter,miles_distance,daily_passengers,average_fare,city_Dep,city_Arr,State_Arr,State_Dep,IATA_Dep,IATA_Arr,Date,Max TemperatureC_Dep,Mean TemperatureC_Dep,Min TemperatureC_Dep,Dew PointC_Dep,MeanDew PointC_Dep,Min DewpointC_Dep,Max Humidity_Dep,Mean Humidity_Dep,Min Humidity_Dep,Max Sea Level PressurehPa_Dep,Mean Sea Level PressurehPa_Dep,Min Sea Level PressurehPa_Dep,Max VisibilityKm_Dep,Mean VisibilityKm_Dep,Min VisibilitykM_Dep,Max Wind SpeedKm/h_Dep,Mean Wind SpeedKm/h_Dep,Max Gust SpeedKm/h_Dep,WindDirDegrees_Dep,Rank_2018_Dep,2018_Dep,2017_Dep,2016_Dep,2015_Dep,lat_Dep,lng_Dep,population_Dep,density_Dep,ranking_Dep,Fuel_price,Holiday,LOAD_FACTOR_Dep,Max TemperatureC_Arr,Mean TemperatureC_Arr,Min TemperatureC_Arr,Dew PointC_Arr,MeanDew PointC_Arr,Min DewpointC_Arr,Max Humidity_Arr,Mean Humidity_Arr,Min Humidity_Arr,Max Sea Level PressurehPa_Arr,Mean Sea Level PressurehPa_Arr,Min Sea Level PressurehPa_Arr,Max VisibilityKm_Arr,Mean VisibilityKm_Arr,Min VisibilitykM_Arr,Max Wind SpeedKm/h_Arr,Mean Wind SpeedKm/h_Arr,Max Gust SpeedKm/h_Arr,WindDirDegrees_Arr,Rank_2018_Arr,2018_Arr,2017_Arr,2016_Arr,2015_Arr,lat_Arr,lng_Arr,population_Arr,density_Arr,ranking_Arr,LOAD_FACTOR_Arr
2802,2802,2011,3,2189,2339,244.2,New York,Phoenix,AZ,AZ,JFK,PHX,2011-09-01,27,23,19,18,16,12,87,65,42,1023,1022,1020,16,16,16,24,9,29.0,169,6 ,30541459,29533154,29239151,27782369,40.6943,-73.9249,19354922.0,11083.0,1,3088,0,81.82,44,38,32,14,10,2,34,23,11,1008,1004,1001,16,16,16,24,11,34.0,154,13 ,21623842,21185458,20896265,21351445,33.5722,-112.0891,4081849.0,1212.0,1,81.82
2803,2803,2011,3,2189,2339,244.2,New York,Phoenix,AZ,AZ,LGA,PHX,2011-09-01,27,24,21,17,13,9,68,51,33,1022,1021,1019,16,16,16,26,11,34.0,139,21 ,15059648,14614802,14706123,14762593,40.6943,-73.9249,19354922.0,11083.0,1,3088,0,81.82,44,38,32,14,10,2,34,23,11,1008,1004,1001,16,16,16,24,11,34.0,154,13 ,21623842,21185458,20896265,21351445,33.5722,-112.0891,4081849.0,1212.0,1,81.82
2804,2804,2011,3,1849,558,208.86,Orlando,Phoenix,AZ,AZ,MCO,PHX,2011-09-01,32,28,23,25,24,23,100,80,59,1019,1017,1016,16,16,16,23,6,35.0,73,10 ,23184634,21565448,20283541,18759938,28.4772,-81.3369,1776841.0,982.0,1,3088,0,81.82,44,38,32,14,10,2,34,23,11,1008,1004,1001,16,16,16,24,11,34.0,154,13 ,21623842,21185458,20896265,21351445,33.5722,-112.0891,4081849.0,1212.0,1,81.82
2805,2805,2011,3,2075,830,251.74,Philadelphia,Phoenix,AZ,AZ,PHL,PHX,2011-09-01,28,23,17,17,15,12,93,68,42,1022,1021,1019,16,16,14,16,4,26.0,191,20 ,15285948,14271243,14564419,15101318,40.0077,-75.1339,5637884.0,4547.0,1,3088,0,81.82,44,38,32,14,10,2,34,23,11,1008,1004,1001,16,16,16,24,11,34.0,154,13 ,21623842,21185458,20896265,21351445,33.5722,-112.0891,4081849.0,1212.0,1,81.82
3270,3270,2011,3,2139,1677,275.6,Atlanta,San Francisco,CA ,CA ,ATL,SFO,2011-09-01,35,29,24,21,18,14,79,56,32,1022,1019,1017,16,16,11,19,6,26.0,129,1 ,51866464,50251964,50501858,49340732,33.7627,-84.4225,5228750.0,1384.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3271,3271,2011,3,2704,3709,319.63,Boston,San Francisco,CA ,CA ,BOS,SFO,2011-09-01,22,19,17,16,14,12,90,72,53,1024,1023,1021,16,16,14,23,11,26.0,67,16 ,20010262,18759742,17749202,16290362,42.3188,-71.0846,4637537.0,5472.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3272,3272,2011,3,2296,584,342.16,Charlotte,San Francisco,CA ,CA ,CLT,SFO,2011-09-01,33,26,17,19,18,16,93,66,38,1022,1020,1017,16,16,11,21,5,24.0,315,12 ,22283574,22011251,21511880,21913166,35.2079,-80.8304,1467362.0,1081.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3273,3273,2011,3,1855,4548,250.61,Chicago,San Francisco,CA ,CA ,ORD,SFO,2011-09-01,34,28,22,23,22,19,84,70,56,1015,1013,1011,16,15,11,26,9,37.0,197,3 ,39874879,38593028,37589899,36305668,41.8373,-87.6862,8675982.0,4612.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3274,3274,2011,3,1476,2751,210.75,Dallas,San Francisco,CA ,CA ,DFW,SFO,2011-09-01,38,33,27,17,14,11,51,35,19,1015,1013,1010,16,16,16,34,14,45.0,157,4 ,32800721,31816933,31283579,31589832,32.7936,-96.7662,5733259.0,1524.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3275,3275,2011,3,967,3422,186.0,Denver,San Francisco,CA ,CA ,DEN,SFO,2011-09-01,36,28,20,5,3,-2,34,22,9,1016,1007,1004,16,16,16,29,15,39.0,205,5 ,31363573,29809097,28267394,26280043,39.7621,-104.8759,2787266.0,1774.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3276,3276,2011,3,2079,1125,290.55,Detroit,San Francisco,CA ,CA ,DTW,SFO,2011-09-01,33,28,22,22,20,19,84,64,44,1016,1015,1013,16,11,5,19,6,21.0,194,19 ,17437716,17036092,16826287,16255520,42.3834,-83.1024,3522206.0,1873.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3277,3277,2011,3,1649,1639,297.12,Houston,San Francisco,CA ,CA ,IAH,SFO,2011-09-01,39,31,25,24,22,19,82,61,32,1015,1013,1010,16,16,13,27,10,34.0,77,14 ,21157948,19603731,20062072,20595874,29.7869,-95.3905,5446468.0,1401.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3278,3278,2011,3,414,6318,128.33,Las Vegas,San Francisco,CA ,CA ,LAS,SFO,2011-09-01,39,33,26,-12,-16,-27,7,4,1,1008,1005,1003,16,16,16,39,24,48.0,206,9 ,23655285,23364393,22833267,21824231,36.2333,-115.2654,2073045.0,1747.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3279,3279,2011,3,372,18777,131.04,Los Angeles,San Francisco,CA ,CA ,LAX,SFO,2011-09-01,21,18,15,14,14,13,90,76,61,1012,1011,1009,16,11,4,23,13,,265,2 ,42626783,41232432,39636042,36351226,34.1139,-118.4068,12815475.0,3295.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3280,3280,2011,3,2585,1360,268.34,Miami,San Francisco,CA ,CA ,MIA,SFO,2011-09-01,32,29,25,26,24,23,97,83,68,1018,1016,1015,16,16,11,24,6,34.0,29,15 ,21025210,20709225,20875813,20986341,25.7839,-80.2102,6381966.0,4969.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3281,3281,2011,3,1589,1515,269.71,Minneapolis,San Francisco,CA ,CA ,MSP,SFO,2011-09-01,34,28,22,23,21,19,90,70,49,1011,1007,1004,16,13,6,32,14,42.0,150,17 ,18363493,18409704,18123844,17634252,44.9635,-93.2678,2926757.0,3019.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3282,3282,2011,3,2619,7711,386.61,New York,San Francisco,CA ,CA ,JFK,SFO,2011-09-01,27,23,19,18,16,12,87,65,42,1023,1022,1020,16,16,16,24,9,29.0,169,6 ,30541459,29533154,29239151,27782369,40.6943,-73.9249,19354922.0,11083.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3283,3283,2011,3,2619,7711,386.61,New York,San Francisco,CA ,CA ,LGA,SFO,2011-09-01,27,24,21,17,13,9,68,51,33,1022,1021,1019,16,16,16,26,11,34.0,139,21 ,15059648,14614802,14706123,14762593,40.6943,-73.9249,19354922.0,11083.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3284,3284,2011,3,2446,908,266.86,Orlando,San Francisco,CA ,CA ,MCO,SFO,2011-09-01,32,28,23,25,24,23,100,80,59,1019,1017,1016,16,16,16,23,6,35.0,73,10 ,23184634,21565448,20283541,18759938,28.4772,-81.3369,1776841.0,982.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3285,3285,2011,3,2521,1545,353.86,Philadelphia,San Francisco,CA ,CA ,PHL,SFO,2011-09-01,28,23,17,17,15,12,93,68,42,1022,1021,1019,16,16,14,16,4,26.0,191,20 ,15285948,14271243,14564419,15101318,40.0077,-75.1339,5637884.0,4547.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3286,3286,2011,3,651,2847,178.36,Phoenix,San Francisco,CA ,CA ,PHX,SFO,2011-09-01,44,38,32,14,10,2,34,23,11,1008,1004,1001,16,16,16,24,11,34.0,154,13 ,21623842,21185458,20896265,21351445,33.5722,-112.0891,4081849.0,1212.0,1,3088,0,81.82,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,81.82
3780,3780,2011,3,2182,1136,261.18,Atlanta,Seattle,WA,WA,ATL,SEA,2011-09-01,35,29,24,21,18,14,79,56,32,1022,1019,1017,16,16,11,19,6,26.0,129,1 ,51866464,50251964,50501858,49340732,33.7627,-84.4225,5228750.0,1384.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3781,3781,2011,3,2496,1384,297.27,Boston,Seattle,WA,WA,BOS,SEA,2011-09-01,22,19,17,16,14,12,90,72,53,1024,1023,1021,16,16,14,23,11,26.0,67,16 ,20010262,18759742,17749202,16290362,42.3188,-71.0846,4637537.0,5472.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3782,3782,2011,3,2279,386,294.22,Charlotte,Seattle,WA,WA,CLT,SEA,2011-09-01,33,26,17,19,18,16,93,66,38,1022,1020,1017,16,16,11,21,5,24.0,315,12 ,22283574,22011251,21511880,21913166,35.2079,-80.8304,1467362.0,1081.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3783,3783,2011,3,1733,1941,260.53,Chicago,Seattle,WA,WA,ORD,SEA,2011-09-01,34,28,22,23,22,19,84,70,56,1015,1013,1011,16,15,11,26,9,37.0,197,3 ,39874879,38593028,37589899,36305668,41.8373,-87.6862,8675982.0,4612.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3784,3784,2011,3,1670,1392,249.4,Dallas,Seattle,WA,WA,DFW,SEA,2011-09-01,38,33,27,17,14,11,51,35,19,1015,1013,1010,16,16,16,34,14,45.0,157,4 ,32800721,31816933,31283579,31589832,32.7936,-96.7662,5733259.0,1524.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3785,3785,2011,3,1024,2191,179.31,Denver,Seattle,WA,WA,DEN,SEA,2011-09-01,36,28,20,5,3,-2,34,22,9,1016,1007,1004,16,16,16,29,15,39.0,205,5 ,31363573,29809097,28267394,26280043,39.7621,-104.8759,2787266.0,1774.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3786,3786,2011,3,1927,677,303.42,Detroit,Seattle,WA,WA,DTW,SEA,2011-09-01,33,28,22,22,20,19,84,64,44,1016,1015,1013,16,11,5,19,6,21.0,194,19 ,17437716,17036092,16826287,16255520,42.3834,-83.1024,3522206.0,1873.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3787,3787,2011,3,1894,1021,232.21,Houston,Seattle,WA,WA,IAH,SEA,2011-09-01,39,31,25,24,22,19,82,61,32,1015,1013,1010,16,16,13,27,10,34.0,77,14 ,21157948,19603731,20062072,20595874,29.7869,-95.3905,5446468.0,1401.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3788,3788,2011,3,867,2285,150.25,Las Vegas,Seattle,WA,WA,LAS,SEA,2011-09-01,39,33,26,-12,-16,-27,7,4,1,1008,1005,1003,16,16,16,39,24,48.0,206,9 ,23655285,23364393,22833267,21824231,36.2333,-115.2654,2073045.0,1747.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3789,3789,2011,3,978,6679,168.01,Los Angeles,Seattle,WA,WA,LAX,SEA,2011-09-01,21,18,15,14,14,13,90,76,61,1012,1011,1009,16,11,4,23,13,,265,2 ,42626783,41232432,39636042,36351226,34.1139,-118.4068,12815475.0,3295.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3790,3790,2011,3,2724,502,282.96,Miami,Seattle,WA,WA,MIA,SEA,2011-09-01,32,29,25,26,24,23,97,83,68,1018,1016,1015,16,16,11,24,6,34.0,29,15 ,21025210,20709225,20875813,20986341,25.7839,-80.2102,6381966.0,4969.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3791,3791,2011,3,1399,1282,231.19,Minneapolis,Seattle,WA,WA,MSP,SEA,2011-09-01,34,28,22,23,21,19,90,70,49,1011,1007,1004,16,13,6,32,14,42.0,150,17 ,18363493,18409704,18123844,17634252,44.9635,-93.2678,2926757.0,3019.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3792,3792,2011,3,2448,2484,325.47,New York,Seattle,WA,WA,JFK,SEA,2011-09-01,27,23,19,18,16,12,87,65,42,1023,1022,1020,16,16,16,24,9,29.0,169,6 ,30541459,29533154,29239151,27782369,40.6943,-73.9249,19354922.0,11083.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3793,3793,2011,3,2448,2484,325.47,New York,Seattle,WA,WA,LGA,SEA,2011-09-01,27,24,21,17,13,9,68,51,33,1022,1021,1019,16,16,16,26,11,34.0,139,21 ,15059648,14614802,14706123,14762593,40.6943,-73.9249,19354922.0,11083.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3794,3794,2011,3,2554,661,242.97,Orlando,Seattle,WA,WA,MCO,SEA,2011-09-01,32,28,23,25,24,23,100,80,59,1019,1017,1016,16,16,16,23,6,35.0,73,10 ,23184634,21565448,20283541,18759938,28.4772,-81.3369,1776841.0,982.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3795,3795,2011,3,2378,673,310.39,Philadelphia,Seattle,WA,WA,PHL,SEA,2011-09-01,28,23,17,17,15,12,93,68,42,1022,1021,1019,16,16,14,16,4,26.0,191,20 ,15285948,14271243,14564419,15101318,40.0077,-75.1339,5637884.0,4547.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3796,3796,2011,3,1107,1702,177.73,Phoenix,Seattle,WA,WA,PHX,SEA,2011-09-01,44,38,32,14,10,2,34,23,11,1008,1004,1001,16,16,16,24,11,34.0,154,13 ,21623842,21185458,20896265,21351445,33.5722,-112.0891,4081849.0,1212.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
3797,3797,2011,3,697,5782,151.11,San Francisco,Seattle,WA,WA,SFO,SEA,2011-09-01,22,17,12,13,11,9,83,69,55,1012,1010,1008,16,16,16,39,15,45.0,276,7 ,27794154,26900048,25707101,24190549,37.7562,-122.443,3603761.0,7286.0,1,3088,0,81.82,23,17,10,11,9,7,89,64,38,1024,1022,1020,16,15,10,29,10,34.0,211,8 ,24894338,22639124,21887110,21231781,47.6211,-122.3244,3643765.0,3336.0,1,81.82
